Month,Hour,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed
11,9,78,3,23.589,41.382,967.364,3.897
11,10,78,10,23.589,41.382,967.218,4.688
11,9,78,132,23.589,38.086,968.463,7.698
11,9,78,128,23.589,38.452,968.243,7.393
11,9,78,122,23.589,40.283,967.95,7.85
11,12,78,98,23.589,49.194,967.657,8.792
11,15,78,145,23.589,50.659,969.049,4.292
11,9,78,14,23.589,39.551,968.976,1.568
11,12,78,34,23.589,51.88,968.536,3.56
11,7,78,119,23.589,41.87,969.342,5.193
11,8,78,111,23.589,43.823,969.122,5.262
11,22,78,292,23.589,45.776,968.39,1.785
11,22,78,298,23.589,45.776,968.39,1.929
11,22,78,332,23.589,45.532,968.097,0.383
11,3,78,136,23.589,32.715,968.609,3.963
11,4,78,132,23.589,32.104,968.609,4.385
11,4,78,125,23.589,31.372,968.683,4.663
12,2,78,202,23.589,48.096,971.759,0.901
12,3,78,153,23.589,46.631,972.125,1.192
12,1,78,124,23.589,26.001,970.001,2.715
12,1,78,124,23.589,25.024,969.854,2.801
12,2,78,140,23.589,24.536,969.562,3.15
2,9,78,69,23.589,17.7,968.023,5.887
2,9,78,57,23.589,19.531,968.023,5.997
2,12,78,66,23.589,28.809,966.559,8.153
2,12,78,67,23.589,27.832,966.485,7.899
2,12,78,73,23.589,24.536,966.266,6.99
2,12,78,69,23.589,23.682,966.266,7.662
2,7,78,107,23.589,19.043,972.491,3.184
3,12,78,79,23.589,30.518,966.266,7.962
3,11,78,94,23.589,35.522,961.578,5.018
3,12,78,42,23.589,22.949,965.899,5.533
3,12,78,55,23.589,22.949,965.899,4.563
3,12,78,43,23.589,22.583,965.973,4.781
3,6,78,45,23.589,24.17,969.195,1.756
3,7,78,55,23.589,22.461,969.269,1.423
3,6,78,60,23.589,19.531,970.514,0.921
9,18,60,319,23.589,57.373,966.559,10.401
9,9,60,330,23.589,51.147,967.218,11.532
9,9,60,334,23.589,50.537,967.218,11.87
9,20,60,319,23.589,52.979,967.364,10.032
9,20,60,320,23.589,53.467,967.364,10.2
9,20,60,323,23.589,54.688,967.291,10.193
9,8,60,333,23.589,43.701,967.877,8.269
9,19,60,322,23.589,40.649,966.852,10.178
9,19,60,322,23.589,40.649,966.852,10.242
9,19,60,322,23.589,41.626,966.778,10.758
9,19,60,323,23.589,42.603,966.852,11.182
9,19,60,323,23.589,43.701,966.778,11.072
9,18,60,297,23.589,47.852,966.119,8.46
9,19,60,298,23.589,48.706,966.046,9.346
10,6,60,311,23.589,56.274,965.68,4.698
10,20,60,309,23.589,55.786,968.463,12.168
10,7,60,323,23.589,53.223,969.488,14.52
10,8,60,330,23.589,53.467,969.342,13.203
10,15,60,323,23.589,43.945,967.877,14.611
10,15,60,322,23.589,43.945,967.877,14.554
10,10,60,327,23.589,35.4,969.928,8.328
10,16,60,304,23.589,32.471,969.781,8.962
10,16,60,305,23.589,31.86,969.854,9.42
10,21,60,298,23.589,31.738,969.122,9.66
10,21,60,294,23.589,31.372,969.122,9.76
10,21,60,295,23.589,31.494,969.122,9.53
10,17,60,305,23.589,54.565,971.1,9.131
10,7,60,316,23.589,50.293,972.564,8
10,18,60,311,23.589,38.696,969.049,12.068
10,6,60,308,23.589,40.894,968.17,9.875
10,19,60,315,23.589,64.331,966.852,9.987
10,8,60,322,23.589,53.467,967.73,9.823
10,16,60,315,23.589,49.805,968.463,9.106
10,16,60,312,23.589,49.561,968.756,10.895
10,7,60,312,23.589,41.016,970.733,8.656
10,18,60,313,23.589,32.227,970.001,10.44
10,7,60,320,23.589,33.447,969.415,8.512
10,15,60,327,23.589,45.41,966.852,6.184
10,10,60,329,23.589,41.26,971.905,8.343
10,10,60,313,23.589,42.847,971.246,8.972
10,8,60,327,23.589,44.922,970.147,5.359
10,19,60,295,23.589,34.546,969.562,7.941
10,19,60,295,23.589,34.79,969.562,7.949
10,7,60,316,23.589,47.241,969.708,7.073
10,7,60,325,23.589,42.969,969.854,7.166
10,15,60,304,23.589,46.875,968.609,6.26
10,9,60,323,23.589,44.434,968.463,7.841
10,14,60,308,23.589,46.509,968.609,6.759
10,7,60,311,23.589,38.94,969.122,7.922
10,11,60,332,23.589,34.546,967.877,8.59
10,13,60,326,23.589,33.569,967.95,11.338
10,13,60,326,23.589,33.325,968.023,11.248
10,12,60,337,23.589,35.278,967.438,8.815
10,12,60,336,23.589,35.278,967.438,9.04
10,12,60,334,23.589,35.034,967.438,9.077
10,12,60,332,23.589,35.034,967.438,8.879
11,10,60,330,23.589,47.607,968.609,8.47
11,13,60,326,23.589,38.94,968.316,8.928
11,11,60,343,23.589,31.25,968.39,8.147
11,11,60,334,23.589,31.006,968.39,8.742
11,12,60,334,23.589,30.64,968.316,8.915
11,12,60,337,23.589,30.762,968.243,8.749
11,12,60,339,23.589,30.396,968.243,8.541
11,11,60,330,23.589,42.603,968.829,5.646
11,11,60,336,23.589,41.87,968.756,5.77
11,14,60,46,23.589,52.856,969.488,1.103
11,17,60,280,23.589,50.537,970.074,3.247
11,21,60,291,23.589,39.185,969.635,4.155
11,10,60,343,23.589,56.763,969.854,7.374
11,10,60,347,23.589,57.373,969.562,7.197
11,11,60,347,23.589,55.176,969.562,7.148
11,12,60,340,23.589,50.171,969.562,6.884
11,12,60,342,23.589,48.096,969.488,6.262
11,12,60,342,23.589,46.265,969.562,6.434
11,12,60,337,23.589,45.532,969.562,6.683
11,13,60,333,23.589,44.922,969.635,6.767
11,10,60,35,23.589,48.218,968.097,5.744
11,10,60,34,23.589,49.805,967.95,4.941
11,14,60,349,23.589,44.8,967.438,3.896
11,18,60,243,23.589,27.1,968.829,6.223
11,4,60,152,23.589,21.362,966.852,1.333
11,20,60,325,23.589,38.696,965.533,8.923
11,10,60,11,23.589,38.452,964.142,7.626
11,12,60,347,23.589,38.208,963.922,7.391
11,12,60,346,23.589,37.72,963.995,7.068
11,12,60,347,23.589,38.086,964.068,7.004
11,9,60,354,23.589,50.659,967.73,6.546
11,9,60,342,23.589,54.077,968.609,6.708
11,9,60,346,23.589,53.833,968.463,6.813
11,12,60,351,23.589,52.246,967.804,8.179
11,8,60,319,23.589,47.485,968.609,6.165
11,9,60,3,23.589,41.382,967.364,3.935
11,10,60,10,23.589,41.382,967.218,4.772
11,9,60,132,23.589,38.086,968.463,7.582
11,9,60,128,23.589,38.452,968.243,7.371
11,9,60,122,23.589,40.283,967.95,7.863
11,12,60,98,23.589,49.194,967.657,8.688
11,15,60,145,23.589,50.659,969.049,4.224
11,9,60,14,23.589,39.551,968.976,1.566
11,12,60,34,23.589,51.88,968.536,3.717
11,7,60,119,23.589,41.87,969.342,5.137
11,8,60,111,23.589,43.823,969.122,5.244
11,22,60,292,23.589,45.776,968.39,1.867
11,22,60,298,23.589,45.776,968.39,1.916
11,22,60,332,23.589,45.532,968.097,0.555
11,3,60,136,23.589,32.715,968.609,2.689
11,4,60,132,23.589,32.104,968.609,3.027
11,4,60,125,23.589,31.372,968.683,3.739
12,2,60,202,23.589,48.096,971.759,1.13
12,3,60,153,23.589,46.631,972.125,1.96
12,1,60,124,23.589,26.001,970.001,1.695
12,1,60,124,23.589,25.024,969.854,2.026
12,2,60,140,23.589,24.536,969.562,2.134
2,9,60,69,23.589,17.7,968.023,5.903
2,9,60,57,23.589,19.531,968.023,6.069
2,12,60,66,23.589,28.809,966.559,8.208
2,12,60,67,23.589,27.832,966.485,7.858
2,12,60,73,23.589,24.536,966.266,7.016
2,12,60,69,23.589,23.682,966.266,7.599
2,7,60,107,23.589,19.043,972.491,3.078
3,12,60,79,23.589,30.518,966.266,7.902
3,11,60,94,23.589,35.522,961.578,5.1
3,12,60,42,23.589,22.949,965.899,5.477
3,12,60,55,23.589,22.949,965.899,4.517
3,12,60,43,23.589,22.583,965.973,4.784
3,6,60,45,23.589,24.17,969.195,1.73
3,7,60,55,23.589,22.461,969.269,1.553
3,6,60,60,23.589,19.531,970.514,0.976
9,18,40,319,23.589,57.373,966.559,9.826
9,9,40,330,23.589,51.147,967.218,11.4
9,9,40,334,23.589,50.537,967.218,11.731
9,20,40,319,23.589,52.979,967.364,9.165
9,20,40,320,23.589,53.467,967.364,9.484
9,20,40,323,23.589,54.688,967.291,9.474
9,8,40,333,23.589,43.701,967.877,8.027
9,19,40,322,23.589,40.649,966.852,9.173
9,19,40,322,23.589,40.649,966.852,9.217
9,19,40,322,23.589,41.626,966.778,9.545
9,19,40,323,23.589,42.603,966.852,9.988
9,19,40,323,23.589,43.701,966.778,10.164
9,18,40,297,23.589,47.852,966.119,7.87
9,19,40,298,23.589,48.706,966.046,8.563
10,6,40,311,23.589,56.274,965.68,4.705
10,20,40,309,23.589,55.786,968.463,11.523
10,7,40,323,23.589,53.223,969.488,14.274
10,8,40,330,23.589,53.467,969.342,12.977
10,15,40,323,23.589,43.945,967.877,13.633
10,15,40,322,23.589,43.945,967.877,13.604
10,10,40,327,23.589,35.4,969.928,8.318
10,16,40,304,23.589,32.471,969.781,8.279
10,16,40,305,23.589,31.86,969.854,8.722
10,21,40,298,23.589,31.738,969.122,9.168
10,21,40,294,23.589,31.372,969.122,9.251
10,21,40,295,23.589,31.494,969.122,9.114
10,17,40,305,23.589,54.565,971.1,8.573
10,7,40,316,23.589,50.293,972.564,7.89
10,18,40,311,23.589,38.696,969.049,11.533
10,6,40,308,23.589,40.894,968.17,9.78
10,19,40,315,23.589,64.331,966.852,9.351
10,8,40,322,23.589,53.467,967.73,9.748
10,16,40,315,23.589,49.805,968.463,8.235
10,16,40,312,23.589,49.561,968.756,9.66
10,7,40,312,23.589,41.016,970.733,8.529
10,18,40,313,23.589,32.227,970.001,9.511
10,7,40,320,23.589,33.447,969.415,8.465
10,15,40,327,23.589,45.41,966.852,5.865
10,10,40,329,23.589,41.26,971.905,8.372
10,10,40,313,23.589,42.847,971.246,8.908
10,8,40,327,23.589,44.922,970.147,5.258
10,19,40,295,23.589,34.546,969.562,7.435
10,19,40,295,23.589,34.79,969.562,7.513
10,7,40,316,23.589,47.241,969.708,6.984
10,7,40,325,23.589,42.969,969.854,7.109
10,15,40,304,23.589,46.875,968.609,5.892
10,9,40,323,23.589,44.434,968.463,7.812
10,14,40,308,23.589,46.509,968.609,6.404
10,7,40,311,23.589,38.94,969.122,7.829
10,11,40,332,23.589,34.546,967.877,8.551
10,13,40,326,23.589,33.569,967.95,11.07
10,13,40,326,23.589,33.325,968.023,10.713
10,12,40,337,23.589,35.278,967.438,8.769
10,12,40,336,23.589,35.278,967.438,8.994
10,12,40,334,23.589,35.034,967.438,9.004
10,12,40,332,23.589,35.034,967.438,8.754
11,10,40,330,23.589,47.607,968.609,8.487
11,13,40,326,23.589,38.94,968.316,8.24
11,11,40,343,23.589,31.25,968.39,8.101
11,11,40,334,23.589,31.006,968.39,8.688
11,12,40,334,23.589,30.64,968.316,8.859
11,12,40,337,23.589,30.762,968.243,8.637
11,12,40,339,23.589,30.396,968.243,8.37
11,11,40,330,23.589,42.603,968.829,5.675
11,11,40,336,23.589,41.87,968.756,5.616
11,14,40,46,23.589,52.856,969.488,1.256
11,17,40,280,23.589,50.537,970.074,3.173
11,21,40,291,23.589,39.185,969.635,4.323
11,10,40,343,23.589,56.763,969.854,7.332
11,10,40,347,23.589,57.373,969.562,7.153
11,11,40,347,23.589,55.176,969.562,7.138
11,12,40,340,23.589,50.171,969.562,6.884
11,12,40,342,23.589,48.096,969.488,6.23
11,12,40,342,23.589,46.265,969.562,6.321
11,12,40,337,23.589,45.532,969.562,6.48
11,13,40,333,23.589,44.922,969.635,6.668
11,10,40,35,23.589,48.218,968.097,5.645
11,10,40,34,23.589,49.805,967.95,4.967
11,14,40,349,23.589,44.8,967.438,3.966
11,18,40,243,23.589,27.1,968.829,6.127
11,4,40,152,23.589,21.362,966.852,1.023
11,20,40,325,23.589,38.696,965.533,8.46
11,10,40,11,23.589,38.452,964.142,7.601
11,12,40,347,23.589,38.208,963.922,7.283
11,12,40,346,23.589,37.72,963.995,7.016
11,12,40,347,23.589,38.086,964.068,6.943
11,9,40,354,23.589,50.659,967.73,6.382
11,9,40,342,23.589,54.077,968.609,6.605
11,9,40,346,23.589,53.833,968.463,6.732
11,12,40,351,23.589,52.246,967.804,8.042
11,8,40,319,23.589,47.485,968.609,5.983
11,9,40,3,23.589,41.382,967.364,3.91
11,10,40,10,23.589,41.382,967.218,4.823
11,9,40,132,23.589,38.086,968.463,7.489
11,9,40,128,23.589,38.452,968.243,7.329
11,9,40,122,23.589,40.283,967.95,7.782
11,12,40,98,23.589,49.194,967.657,8.531
11,15,40,145,23.589,50.659,969.049,3.87
11,9,40,14,23.589,39.551,968.976,1.484
11,12,40,34,23.589,51.88,968.536,3.723
11,7,40,119,23.589,41.87,969.342,5.112
11,8,40,111,23.589,43.823,969.122,5.219
11,22,40,292,23.589,45.776,968.39,1.841
11,22,40,298,23.589,45.776,968.39,1.902
11,22,40,332,23.589,45.532,968.097,0.71
11,3,40,136,23.589,32.715,968.609,1.836
11,4,40,132,23.589,32.104,968.609,2.269
11,4,40,125,23.589,31.372,968.683,2.316
12,2,40,202,23.589,48.096,971.759,1.148
12,3,40,153,23.589,46.631,972.125,2.81
12,1,40,124,23.589,26.001,970.001,0.952
12,1,40,124,23.589,25.024,969.854,1.427
12,2,40,140,23.589,24.536,969.562,1.07
2,9,40,69,23.589,17.7,968.023,5.934
2,9,40,57,23.589,19.531,968.023,6.032
2,12,40,66,23.589,28.809,966.559,8.287
2,12,40,67,23.589,27.832,966.485,7.878
2,12,40,73,23.589,24.536,966.266,6.938
2,12,40,69,23.589,23.682,966.266,7.466
2,7,40,107,23.589,19.043,972.491,3.072
3,12,40,79,23.589,30.518,966.266,7.814
3,11,40,94,23.589,35.522,961.578,5.075
3,12,40,42,23.589,22.949,965.899,5.312
3,12,40,55,23.589,22.949,965.899,4.465
3,12,40,43,23.589,22.583,965.973,4.815
3,6,40,45,23.589,24.17,969.195,1.665
3,7,40,55,23.589,22.461,969.269,1.537
3,6,40,60,23.589,19.531,970.514,1.182
9,18,20,319,23.589,57.373,966.559,9.164
9,9,20,330,23.589,51.147,967.218,11.279
9,9,20,334,23.589,50.537,967.218,11.55
9,20,20,319,23.589,52.979,967.364,8.339
9,20,20,320,23.589,53.467,967.364,8.591
9,20,20,323,23.589,54.688,967.291,8.642
9,8,20,333,23.589,43.701,967.877,7.846
9,19,20,322,23.589,40.649,966.852,8.195
9,19,20,322,23.589,40.649,966.852,8.268
9,19,20,322,23.589,41.626,966.778,8.549
9,19,20,323,23.589,42.603,966.852,9.016
9,19,20,323,23.589,43.701,966.778,9.121
9,18,20,297,23.589,47.852,966.119,7.372
9,19,20,298,23.589,48.706,966.046,7.763
10,6,20,311,23.589,56.274,965.68,4.574
10,20,20,309,23.589,55.786,968.463,10.883
10,7,20,323,23.589,53.223,969.488,13.952
10,8,20,330,23.589,53.467,969.342,12.741
10,15,20,323,23.589,43.945,967.877,13.191
10,15,20,322,23.589,43.945,967.877,13.139
10,10,20,327,23.589,35.4,969.928,8.093
10,16,20,304,23.589,32.471,969.781,7.802
10,16,20,305,23.589,31.86,969.854,8.063
10,21,20,298,23.589,31.738,969.122,8.461
10,21,20,294,23.589,31.372,969.122,8.549
10,21,20,295,23.589,31.494,969.122,8.412
10,17,20,305,23.589,54.565,971.1,7.924
10,7,20,316,23.589,50.293,972.564,7.792
10,18,20,311,23.589,38.696,969.049,10.759
10,6,20,308,23.589,40.894,968.17,9.567
10,19,20,315,23.589,64.331,966.852,8.615
10,8,20,322,23.589,53.467,967.73,9.626
10,16,20,315,23.589,49.805,968.463,7.624
10,16,20,312,23.589,49.561,968.756,8.513
10,7,20,312,23.589,41.016,970.733,8.354
10,18,20,313,23.589,32.227,970.001,8.703
10,7,20,320,23.589,33.447,969.415,8.437
10,15,20,327,23.589,45.41,966.852,5.441
10,10,20,329,23.589,41.26,971.905,8.281
10,10,20,313,23.589,42.847,971.246,8.693
10,8,20,327,23.589,44.922,970.147,5.131
10,19,20,295,23.589,34.546,969.562,7.021
10,19,20,295,23.589,34.79,969.562,7.199
10,7,20,316,23.589,47.241,969.708,6.781
10,7,20,325,23.589,42.969,969.854,6.94
10,15,20,304,23.589,46.875,968.609,5.578
10,9,20,323,23.589,44.434,968.463,7.714
10,14,20,308,23.589,46.509,968.609,6.093
10,7,20,311,23.589,38.94,969.122,7.668
10,11,20,332,23.589,34.546,967.877,8.322
10,13,20,326,23.589,33.569,967.95,10.546
10,13,20,326,23.589,33.325,968.023,10.141
10,12,20,337,23.589,35.278,967.438,8.61
10,12,20,336,23.589,35.278,967.438,8.793
10,12,20,334,23.589,35.034,967.438,8.825
10,12,20,332,23.589,35.034,967.438,8.444
11,10,20,330,23.589,47.607,968.609,8.295
11,13,20,326,23.589,38.94,968.316,7.778
11,11,20,343,23.589,31.25,968.39,7.912
11,11,20,334,23.589,31.006,968.39,8.449
11,12,20,334,23.589,30.64,968.316,8.657
11,12,20,337,23.589,30.762,968.243,8.517
11,12,20,339,23.589,30.396,968.243,8.115
11,11,20,330,23.589,42.603,968.829,5.5
11,11,20,336,23.589,41.87,968.756,5.465
11,14,20,46,23.589,52.856,969.488,1.317
11,17,20,280,23.589,50.537,970.074,3.334
11,21,20,291,23.589,39.185,969.635,4.423
11,10,20,343,23.589,56.763,969.854,7.153
11,10,20,347,23.589,57.373,969.562,7.023
11,11,20,347,23.589,55.176,969.562,7.094
11,12,20,340,23.589,50.171,969.562,6.691
11,12,20,342,23.589,48.096,969.488,6.117
11,12,20,342,23.589,46.265,969.562,6.193
11,12,20,337,23.589,45.532,969.562,6.418
11,13,20,333,23.589,44.922,969.635,6.501
11,10,20,35,23.589,48.218,968.097,5.634
11,10,20,34,23.589,49.805,967.95,4.872
11,14,20,349,23.589,44.8,967.438,3.849
11,18,20,243,23.589,27.1,968.829,6.105
11,4,20,152,23.589,21.362,966.852,1.386
11,20,20,325,23.589,38.696,965.533,8.093
11,10,20,11,23.589,38.452,964.142,7.543
11,12,20,347,23.589,38.208,963.922,7.07
11,12,20,346,23.589,37.72,963.995,6.994
11,12,20,347,23.589,38.086,964.068,6.823
11,9,20,354,23.589,50.659,967.73,6.21
11,9,20,342,23.589,54.077,968.609,6.396
11,9,20,346,23.589,53.833,968.463,6.579
11,12,20,351,23.589,52.246,967.804,7.824
11,8,20,319,23.589,47.485,968.609,5.849
11,9,20,3,23.589,41.382,967.364,3.717
11,10,20,10,23.589,41.382,967.218,4.823
11,9,20,132,23.589,38.086,968.463,7.411
11,9,20,128,23.589,38.452,968.243,7.223
11,9,20,122,23.589,40.283,967.95,7.604
11,12,20,98,23.589,49.194,967.657,8.334
11,15,20,145,23.589,50.659,969.049,3.244
11,9,20,14,23.589,39.551,968.976,1.381
11,12,20,34,23.589,51.88,968.536,3.729
11,7,20,119,23.589,41.87,969.342,4.997
11,8,20,111,23.589,43.823,969.122,5.219
11,22,20,292,23.589,45.776,968.39,2.028
11,22,20,298,23.589,45.776,968.39,1.825
11,22,20,332,23.589,45.532,968.097,1.129
11,3,20,136,23.589,32.715,968.609,1.398
11,4,20,132,23.589,32.104,968.609,2.008
11,4,20,125,23.589,31.372,968.683,1.972
12,2,20,202,23.589,48.096,971.759,1.598
12,3,20,153,23.589,46.631,972.125,3.192
12,1,20,124,23.589,26.001,970.001,0.878
12,1,20,124,23.589,25.024,969.854,1.1
12,2,20,140,23.589,24.536,969.562,0.463
2,9,20,69,23.589,17.7,968.023,5.749
2,9,20,57,23.589,19.531,968.023,5.944
2,12,20,66,23.589,28.809,966.559,8.256
2,12,20,67,23.589,27.832,966.485,7.809
2,12,20,73,23.589,24.536,966.266,6.862
2,12,20,69,23.589,23.682,966.266,7.345
2,7,20,107,23.589,19.043,972.491,3.102
3,12,20,79,23.589,30.518,966.266,7.678
3,11,20,94,23.589,35.522,961.578,5.002
3,12,20,42,23.589,22.949,965.899,5.273
3,12,20,55,23.589,22.949,965.899,4.484
3,12,20,43,23.589,22.583,965.973,4.679
3,6,20,45,23.589,24.17,969.195,1.608
3,7,20,55,23.589,22.461,969.269,1.693
3,6,20,60,23.589,19.531,970.514,1.263
9,18,80,316,23.711,56.03,966.559,10.72
9,20,80,319,23.711,51.758,967.438,10.739
9,20,80,319,23.711,52.246,967.438,11.043
9,8,80,333,23.711,42.847,967.804,8.817
9,17,80,316,23.711,42.725,966.705,10.512
9,18,80,322,23.711,40.161,966.852,11.082
9,19,80,322,23.711,40.894,966.778,11.497
9,18,80,297,23.711,47.363,966.119,9.113
10,20,80,309,23.711,54.565,968.39,12.884
10,15,80,325,23.711,43.701,967.657,15.254
10,15,80,323,23.711,43.945,967.804,15.401
10,10,80,332,23.711,35.767,969.781,8.354
10,16,80,304,23.711,32.837,969.708,9.724
10,20,80,299,23.711,31.372,969.122,9.952
10,21,80,298,23.711,31.372,969.122,9.986
10,21,80,298,23.711,31.494,969.122,10.037
10,6,80,309,23.711,51.514,971.173,6.794
10,7,80,315,23.711,49.438,972.564,8.707
10,17,80,313,23.711,50.537,971.466,13.938
10,17,80,306,23.711,34.058,969.195,13.728
10,17,80,308,23.711,35.522,969.195,13.42
10,18,80,309,23.711,37.109,969.122,12.613
10,6,80,311,23.711,39.551,968.17,9.82
10,18,80,313,23.711,63.354,966.852,10.607
10,15,80,309,23.711,50.659,968.243,9.453
10,19,80,315,23.711,45.532,969.562,10.583
10,19,80,315,23.711,45.776,969.488,10.514
10,19,80,315,23.711,45.41,969.488,10.353
10,20,80,315,23.711,45.044,969.562,9.905
10,20,80,318,23.711,45.044,969.562,10.094
10,8,80,329,23.711,31.494,969.269,8.922
10,7,80,308,23.711,38.94,967.511,4.209
10,18,80,316,23.711,50.781,970.294,8.137
10,10,80,326,23.711,40.283,971.905,7.917
10,13,80,329,23.711,44.922,971.466,11.238
10,14,80,320,23.711,38.94,970.514,12.444
10,17,80,302,23.711,43.335,969.269,8.513
10,15,80,306,23.711,47.241,968.536,7.014
10,9,80,326,23.711,43.701,968.39,8.007
10,14,80,312,23.711,45.776,968.463,6.112
10,15,80,312,23.711,26.733,967.511,12.955
10,11,80,327,23.711,33.447,967.877,9.186
11,10,80,326,23.711,44.678,968.463,9.074
11,11,80,340,23.711,41.504,968.756,6.329
11,11,80,337,23.711,40.894,968.756,5.884
11,12,80,333,23.711,41.504,968.829,6.691
11,12,80,346,23.711,41.748,968.902,6.97
11,12,80,344,23.711,42.236,968.902,7.3
11,8,80,339,23.711,42.603,970.807,3.827
11,14,80,50,23.711,52.368,969.342,1.43
11,16,80,18,23.711,49.683,969.928,2.663
11,17,80,312,23.711,48.95,970.074,3.595
11,18,80,260,23.711,48.706,970.001,4.74
11,21,80,291,23.711,39.063,969.635,3.742
11,11,80,346,23.711,55.908,969.488,7.469
11,7,80,268,23.711,34.424,970.001,3.137
11,7,80,267,23.711,33.081,969.854,1.169
11,9,80,42,23.711,47.119,968.463,4.725
11,10,80,27,23.711,47.241,968.023,5.236
11,11,80,29,23.711,47.485,967.511,4.018
11,11,80,27,23.711,48.706,967.511,4.397
11,11,80,39,23.711,48.096,967.438,4.077
11,11,80,21,23.711,48.584,967.438,3.517
11,13,80,357,23.711,45.654,967.291,2.597
11,13,80,343,23.711,45.166,967.364,3.318
11,18,80,243,23.711,26.733,968.756,6.518
11,23,80,195,23.711,22.095,967.218,2.511
11,7,80,336,23.711,37.72,965.533,5.216
11,9,80,4,23.711,41.016,964.435,7.54
11,9,80,5,23.711,38.818,964.288,7.555
11,9,80,7,23.711,38.208,964.288,7.021
11,10,80,7,23.711,38.452,964.068,7.496
11,10,80,5,23.711,38.452,963.775,7.457
11,11,80,350,23.711,38.086,963.922,7.789
11,12,80,354,23.711,38.086,963.922,7.55
11,9,80,343,23.711,51.758,967.804,4.343
11,13,80,14,23.711,50.781,967.438,4.661
11,9,80,347,23.711,53.345,968.316,6.657
11,11,80,357,23.711,51.27,967.804,8.279
11,11,80,357,23.711,51.636,967.73,7.836
11,12,80,351,23.711,50.293,967.73,7.679
11,12,80,350,23.711,50.049,967.73,7.748
11,12,80,351,23.711,49.438,967.73,7.875
11,9,80,330,23.711,46.021,968.39,6.415
11,14,80,333,23.711,34.79,968.023,7.577
11,9,80,342,23.711,39.795,967.364,2.964
11,9,80,122,23.711,40.405,967.804,7.078
11,14,80,133,23.711,48.34,968.976,6.141
11,15,80,138,23.711,48.706,968.976,5.422
11,17,80,280,23.711,34.058,969.708,3.773
11,11,80,24,23.711,49.805,968.536,3.482
11,7,80,115,23.711,42.969,969.269,5.212
11,19,80,332,23.711,44.678,968.976,2.132
11,19,80,318,23.711,45.166,969.049,2.533
11,22,80,327,23.711,45.532,968.17,1.034
11,1,80,138,23.711,35.645,967.804,3.463
11,3,80,105,23.711,32.959,968.609,2.658
12,22,80,79,23.711,44.922,971.905,2.054
12,22,80,14,23.711,44.8,971.905,2.536
12,22,80,48,23.711,46.387,971.759,2.932
12,0,80,15,23.711,48.584,971.393,1.257
12,2,80,107,23.711,47.607,971.979,1.105
12,4,80,211,23.711,45.898,972.198,1.112
12,1,80,118,23.711,25.513,969.928,2.947
12,1,80,119,23.711,24.658,969.781,3.052
12,2,80,121,23.711,24.658,969.708,3.509
12,2,80,122,23.711,24.414,969.708,3.451
12,2,80,126,23.711,24.414,969.635,2.883
12,2,80,142,23.711,24.17,969.562,3.128
12,2,80,149,23.711,24.17,969.635,3.336
1,10,80,118,23.711,23.56,961.065,11.074
2,15,80,250,23.711,12.817,960.992,11.307
2,12,80,67,23.711,25.635,966.339,7.662
2,13,80,76,23.711,21.973,966.412,7.161
2,13,80,62,23.711,24.536,966.559,6.782
3,11,80,86,23.711,26.245,966.485,6.701
3,12,80,86,23.711,29.663,966.412,8.083
3,13,80,86,23.711,28.442,966.119,9.45
3,10,80,107,23.711,32.715,962.018,4.974
3,12,80,84,23.711,36.011,961.578,5.821
3,11,80,64,23.711,24.414,965.826,5.212
3,12,80,52,23.711,22.827,965.826,5.378
3,7,80,81,23.711,22.095,969.269,1.374
3,6,80,34,23.711,19.287,970.514,1.215
4,7,80,56,23.711,21.973,971.759,4.977
4,11,80,339,23.711,20.386,969.195,5.835
9,18,78,316,23.711,56.03,966.559,10.677
9,20,78,319,23.711,51.758,967.438,10.653
9,20,78,319,23.711,52.246,967.438,10.958
9,8,78,333,23.711,42.847,967.804,8.807
9,17,78,316,23.711,42.725,966.705,10.45
9,18,78,322,23.711,40.161,966.852,11.004
9,19,78,322,23.711,40.894,966.778,11.41
9,18,78,297,23.711,47.363,966.119,9.051
10,20,78,309,23.711,54.565,968.39,12.818
10,15,78,325,23.711,43.701,967.657,15.111
10,15,78,323,23.711,43.945,967.804,15.304
10,10,78,332,23.711,35.767,969.781,8.316
10,16,78,304,23.711,32.837,969.708,9.61
10,20,78,299,23.711,31.372,969.122,9.886
10,21,78,298,23.711,31.372,969.122,9.952
10,21,78,298,23.711,31.494,969.122,10.018
10,6,78,309,23.711,51.514,971.173,6.795
10,7,78,315,23.711,49.438,972.564,8.709
10,17,78,313,23.711,50.537,971.466,13.827
10,17,78,306,23.711,34.058,969.195,13.658
10,17,78,308,23.711,35.522,969.195,13.351
10,18,78,309,23.711,37.109,969.122,12.552
10,6,78,311,23.711,39.551,968.17,9.803
10,18,78,313,23.711,63.354,966.852,10.555
10,15,78,309,23.711,50.659,968.243,9.361
10,19,78,315,23.711,45.532,969.562,10.484
10,19,78,315,23.711,45.776,969.488,10.379
10,19,78,315,23.711,45.41,969.488,10.238
10,20,78,315,23.711,45.044,969.562,9.818
10,20,78,318,23.711,45.044,969.562,10.003
10,8,78,329,23.711,31.494,969.269,8.922
10,7,78,308,23.711,38.94,967.511,4.222
10,18,78,316,23.711,50.781,970.294,8.065
10,10,78,326,23.711,40.283,971.905,7.891
